"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Alvarez-Perez H.; Fuentes R.","Alvarez-Perez, Hugo (58828038300); Fuentes, Rolando (57194640015)","58828038300; 57194640015","ESG disclosure and financial performance in debt market: evidence from the oil and gas industry; [Divulgación ESG y desempeño financiero en el mercado de deuda: evidencia de la industria del petróleo y gas]","2024","Academia Revista Latinoamericana de Administracion","37","4","","634","653","8","10.1108/ARLA-07-2024-0135","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208253621&doi=10.1108%2FARLA-07-2024-0135&partnerID=40&md5=d0480b87d4e83d4b7d0f9cfecfbd8e8e","Egade Business School, Tecnologico de Monterrey, Queretaro, Mexico; Egade Business School, Tecnologico de Monterrey, Guadalajara, Mexico","Alvarez-Perez H., Egade Business School, Tecnologico de Monterrey, Queretaro, Mexico; Fuentes R., Egade Business School, Tecnologico de Monterrey, Guadalajara, Mexico","Purpose: This study aims to analyze the relationship between environmental, social and governance (ESG) ratings and corporate bond credit spreads within the oil and gas (O&G) industry. Given the sector’s significant environmental impact and the current energy transition, it is crucial to understand how ESG disclosure affects financial performance, particularly in terms of debt market dynamics. This research aims to provide empirical evidence on whether ESG efforts by O&G companies influence their cost of borrowing. Design/methodology/approach: This study employs a quantitative approach using secondary data from Refinitiv for the period 2018–2022. To address potential endogeneity issues, we utilize two-stage-least-squares regressions. The analysis focuses on corporate bond spreads as the dependent variable and ESG as the key independent variable. Findings: Our findings indicate a negative association between ESG disclosure and corporate bond spreads. Specifically, companies with higher ESG ratings tend to experience lower credit spreads, suggesting that improved ESG practices may lead to reduced borrowing costs. Additionally, the results show that non-state-owned companies (SOC) benefit more from ESG in terms of financial performance compared to state-owned counterparts. Research limitations/implications: The study is limited by its reliance on secondary data from Refinitiv, which may not capture all nuances of ESG practices and financial performance. Additionally, the analysis is confined to the O&G industry, potentially limiting the generalizability of the findings to other sectors. Future research could expand the scope to include other industries and incorporate primary data to provide a more comprehensive understanding of the ESG–financial performance relationship. Practical implications: The study’s findings suggest that O&G companies can potentially reduce their borrowing costs by improving their ESG ratings. This insight is valuable for corporate managers and investors, as it highlights the financial benefits of sustainable practices. Additionally, policymakers could use these findings to encourage better ESG disclosure and practices within the industry, ultimately promoting a more sustainable energy sector. Social implications: By demonstrating the financial advantages of ESG disclosure, this study underscores the broader social benefits of sustainable business practices. Improved ESG ratings not only contribute to environmental and social well-being but also enhance a company’s financial performance. This dual benefit can motivate more companies to adopt sustainable practices, leading to positive societal impacts such as reduced environmental damage and improved community relations. Originality/value: This study contributes to the existing literature by providing empirical evidence on the relationship between ESG ratings and corporate bond credit spreads specifically within the O&G industry. By highlighting the differential impact of ESG disclosure on state-owned versus non-SOC, the research offers unique insights that can inform corporate strategies in the context of sustainability and financial performance. © 2024, Emerald Publishing Limited.","Debt market; ESG; Financial performance; Oil and gas; Sustainable finance","","H. Alvarez-Perez; Egade Business School, Tecnologico de Monterrey, Queretaro, Mexico; email: hugo.alvarez@tec.mx","","Emerald Publishing","10128255","","","","English","Academia Revista Latinoamericana de Administracion","Article","Final","","Scopus","2-s2.0-85208253621"
"Roggi O.; Bellardini L.; Conticelli S.","Roggi, Oliviero (55661667000); Bellardini, Luca (57208105050); Conticelli, Sara (59224530500)","55661667000; 57208105050; 59224530500","Effects of ESG performance and sustainability disclosure on GSS bonds’ yields and spreads: A global analysis","2024","Finance Research Letters","68","","105988","","","5","10.1016/j.frl.2024.105988","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202484363&doi=10.1016%2Fj.frl.2024.105988&partnerID=40&md5=f2967d7a7fb37318c650e4cd381f4e65","University of Catania, Department of Economics and Management - Corso Italia, Fundação Dom Cabral, 55, 95129, Catania, Italy; University of Milano-Bicocca, Department of Business and Law - Via Bicocca degli Arcimboldi, 8, 20126, Milan, Italy; University of Florence Alumni, Department of Economics and Management, Via delle Pandette, 9, Florence, 50127, Italy","Roggi O., University of Catania, Department of Economics and Management - Corso Italia, Fundação Dom Cabral, 55, 95129, Catania, Italy; Bellardini L., University of Milano-Bicocca, Department of Business and Law - Via Bicocca degli Arcimboldi, 8, 20126, Milan, Italy; Conticelli S., University of Florence Alumni, Department of Economics and Management, Via delle Pandette, 9, Florence, 50127, Italy","This study investigates the effects of the issuer's environmental, social, and governance (ESG) performance on both the issue-specific yield and its spread vis-à-vis a sovereign comparable. A sample of 3,960 green, social, and sustainable (GSS) bonds issued in global capital markets was used for this purpose. The findings indicate a negative association between ESG performance and bond spreads, implying that a greater commitment to sustainable transition today is an effective strategy for a company to reduce the cost of debt for future projects. The study includes a two-stage procedure. First, the effect of “fundamentals” (e.g., credit rating) on issue pricing is determined; second, the residuals are regressed against the ESG performance. While the latter's risk-reducing power does not appear to differ based on the divide between advanced economies and emerging markets, we find that the real enabler of curbing the unexplained portion of risk is detailed disclosure of the use of proceeds. This is likely to minimize the likelihood of greenwashing. © 2024 Elsevier Inc.","credit rating; debt capital markets; ESG; GSS bonds; sustainability; yield spread","","O. Roggi; University of Catania, Department of Economics and Management - Corso Italia, Fundação Dom Cabral, 55, 95129, Catania, Italy; email: oliviero.roggi@unict.it","","Elsevier Ltd","15446123","","","","English","Finan. Res. Lett.","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85202484363"
"Apergis N.; Poufinas T.; Antonopoulos A.","Apergis, Nicholas (6701803017); Poufinas, Thomas (24341890600); Antonopoulos, Alexandros (57814755100)","6701803017; 24341890600; 57814755100","ESG scores and cost of debt","2022","Energy Economics","112","","106186","","","286","10.1016/j.eneco.2022.106186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134672837&doi=10.1016%2Fj.eneco.2022.106186&partnerID=40&md5=a74f2e1808b8ff82d282c8b7702bc3bb","Department of Banking and Financial Management, University of Piraeus, Greece; Department of Economics, Democritus University of Thrace, Greece","Apergis N., Department of Banking and Financial Management, University of Piraeus, Greece; Poufinas T., Department of Economics, Democritus University of Thrace, Greece; Antonopoulos A., Department of Economics, Democritus University of Thrace, Greece","As sustainable investing becomes central to capital allocation in many markets, the Environmental, Social and Governance (ESG) metrics and scores have become of critical importance. This study aims to analyze the relation between the cost of debt and ESG scores. We provide evidence that the cost of debt for borrowing firms is associated with their ESG score/rating. Firms that have low ESG scores are considered to be riskier, in the sense that they are exposed to liabilities related to Environmental, Social and Corporate factors that ultimately increase their probability of default. In case of a bankruptcy unsecured bondholders' claims may be subordinate to those liabilities. Using a framework for evaluating ESG performance developed by Refinitiv, this study investigates whether firms within S&P 500 over the period 2010–2019 that exhibit strong ESG scores benefit from lower bond spreads and better bond ratings relative to firms with weaker ESG scores. After controlling for other risk characteristics our analysis points that better ESG rating is associated with lower cost of unsecured debt in the primary bond market. Our findings are consistent over the aggregate metric and all E,S, and G pillars. Furthermore, they support the ongoing calls for improved transparency, which would allow for the reporting of quantifiable ESG information in firms' disclosures. © 2022","Cost of debt; Environmental; ESG scores/ratings; Governance; Social","Commerce; Cost benefit analysis; Risk analysis; Capital allocation; Corporates; Cost of debt; Environmental; Environmental, social and governance score/rating; Exposed to; Governance; Performance; Probability of defaults; Social; bankruptcy; capital; debt; investment; liability; Risk assessment","T. Poufinas; Department of Economics, Democritus University of Thrace, Greece; email: tpoufina@econ.duth.gr","","Elsevier B.V.","01409883","","EECOD","","English","Energy Econ.","Article","Final","","Scopus","2-s2.0-85134672837"
"Janda K.; Kocenda E.; Kortusova A.; Zhang B.","Janda, Karel (56240770500); Kocenda, Evzen (55950980500); Kortusova, Anna (58548633400); Zhang, Binyi (57369215900)","56240770500; 55950980500; 58548633400; 57369215900","ESTIMATION OF GREEN BOND PREMIUMS ON THE CHINESE SECONDARY MARKET","2022","Politicka Ekonomie","70","6","","684","710","4","10.18267/j.polek.1363","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161329624&doi=10.18267%2Fj.polek.1363&partnerID=40&md5=3b614b4d33ab46ff7316311f0906facc","Institute of Economic Studies, Faculty of Social Science, Charles University, Prague, Czech Republic; Prague University of Economics and Business, Faculty of Finance and Accounting, Prague, Czech Republic; Institute of Information Theory and Automation, Czech Academy of Sciences, Prague, Czech Republic","Janda K., Prague University of Economics and Business, Faculty of Finance and Accounting, Prague, Czech Republic; Kocenda E., Institute of Economic Studies, Faculty of Social Science, Charles University, Prague, Czech Republic, Prague University of Economics and Business, Faculty of Finance and Accounting, Prague, Czech Republic, Institute of Information Theory and Automation, Czech Academy of Sciences, Prague, Czech Republic; Kortusova A., Institute of Economic Studies, Faculty of Social Science, Charles University, Prague, Czech Republic; Zhang B., Institute of Economic Studies, Faculty of Social Science, Charles University, Prague, Czech Republic","Green bonds have gained prominence on China's capital market as tools that help to fuel the transition to a climate-resilient economy. Although the issuance volume on the Chinese green bond market has been growing rapidly in recent years, the impact of the green label on bond pricing has not been studied adequately. Therefore, this paper investigates whether this newly developed financial instrument offers investors in China an attractive yield compared to other equivalent conventional bonds. By matching green bonds with their conventional counterparts and subsequently applying a fixed-effects estimation, our empirical results reveal a significant green bond yield premium of 1.8 basis points (bps) on average on the Chinese secondary market. As compared to Climate Bond Initiative (CBI) certified green bonds, we find that investors are more willing to accept lower yields (pay higher prices) to include People's Bank of China (PBOC) certified green bonds into their portfolio management. Thus, we argue that Chinese green investors prefer PBOC certified green bond over CBI certified green bonds on the Chinese market. Driven by pro- environmental preference, investors are also found to be willing to pay a higher price for green bonds issued by environmental, social and governance (ESG) performance-rated issuers. Our results point to some practical implications for investors and policymakers. © 2022 Vysoka Skola Ekonomicka. All rights reserved.","China; ESG; green bonds; Green finance","","B. Zhang; Institute of Economic Studies, Faculty of Social Science, Charles University, Prague, Czech Republic; email: Binyizhang@outlook.com","","University of Economics - Prague","00323233","","","","English","Polit. Ekon.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85161329624"
"Hazaea S.A.; Cai C.; Khatib S.F.A.; Hael M.","Hazaea, Saddam A. (57223125703); Cai, Chun (57676492600); Khatib, Saleh F.A. (57217992648); Hael, Mohammed (58814799000)","57223125703; 57676492600; 57217992648; 58814799000","The moderating role of audit quality in the relationship between ESG practices and the cost of capital: Evidence from the United Kingdom","2025","Borsa Istanbul Review","25","5","","1085","1099","4","10.1016/j.bir.2025.06.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009087288&doi=10.1016%2Fj.bir.2025.06.007&partnerID=40&md5=c5e88e242e3ecbf2029e230070aa1cd4","School of Accounting, Southwestern University of Finance and Economics, Sichuan, Chengdu, China; Faculty of Business, Sohar University, Sohar, Oman; School of Business, Yunnan University of Finance and Economics Kunming, Yunnan, China","Hazaea S.A., School of Accounting, Southwestern University of Finance and Economics, Sichuan, Chengdu, China; Cai C., School of Accounting, Southwestern University of Finance and Economics, Sichuan, Chengdu, China; Khatib S.F.A., Faculty of Business, Sohar University, Sohar, Oman; Hael M., School of Business, Yunnan University of Finance and Economics Kunming, Yunnan, China","This study investigates the impact of environmental, social, and governance (ESG) performance on the cost of capital, using a sample of 406 non-financial companies in the United Kingdom from 2014 to 2023. We examined how ESG performance and audit quality influence the cost of equity (CoE), cost of debt (CoD), and weighted average cost of capital (WACC). The findings reveal a significant negative relationship between ESG performance and all three measures, indicating that strong ESG practices can reduce financing costs. Additionally, higher audit fees are positively associated with WACC and CoE, with a particularly pronounced effect on CoD. Engagement with Big 4 auditors moderates these relationships. Overall, the results demonstrate that ESG performance not only enhances corporate reputation and sustainability but also delivers financial advantages by lowering the cost of capital. These insights have significant implications for corporate financing decisions and provide guidance for managers, investors, policymakers, regulators, and government entities. © 2025 Borsa İstanbul Anonim Şirketi","Audit fees; Big 4; Cost of capital; ESG performance; United Kingdom","","S.F.A. Khatib; Faculty of Business, Sohar University, Sohar, Oman; email: sfkhatib@su.edu.om","","Borsa Istanbul Anonim Sirketi","22148450","","","","English","Borsa Istanb. Rev.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105009087288"
"Fang X.; Zhang W.; Ghoreishi M.","Fang, Xiaobo (57220102437); Zhang, Wenyu (59638318600); Ghoreishi, Minoo (58870040600)","57220102437; 59638318600; 58870040600","DOES ENVIRONMENTAL, SOCIAL, AND GOVERNANCE PERFORMANCE AFFECT CORPORATE ECONOMIC VALUE? EVIDENCE FROM CHINA’S A-SHARE LISTED COMPANIES; [AR APLINKOSAUGOS, SOCIALINIAI IR VALDYMO REZULTATAI TURI ĮTAKOS ĮMONIŲ EKONOMINEI VERTEI? KINIJOS LISTINGUOJAMŲ BENDROVIŲ AKCIJŲ DUOMENYS]","2023","Transformations in Business and Economics","22","3","","977","1002","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184416890&partnerID=40&md5=84c19fed458a7545c1e84fa1428ed75f","School of Business, Xinyang Normal University, Henan,, Xinyang, 464000, China; Department of Management and Marketing, Lombardo College of Business, Millersville University of Pennsylvania, Lancaster, 63665, PA, United States","Fang X., School of Business, Xinyang Normal University, Henan,, Xinyang, 464000, China; Zhang W., School of Business, Xinyang Normal University, Henan,, Xinyang, 464000, China; Ghoreishi M., Department of Management and Marketing, Lombardo College of Business, Millersville University of Pennsylvania, Lancaster, 63665, PA, United States","In recent years, with the increasing awareness of sustainable development, the environmental, social, and governance (ESG) performance of enterprises has gradually received widespread attention from investors and academics. To explore whether ESG performance affects corporate economics value, using patent data from A-share listed companies in China from 2010-2019, and the methods such as regression analysis, benchmark estimation, and robustness testing, the impact of ESG performance on the corporate economic value added (EVA), and the corresponding influencing mechanisms were analyzed form the perspective of stakeholder theory. Results show that the company’s ESG performance significantly positively affects the company’s economic value. The costs of debt financing and the tax burden play a partial mediation role in the impact of ESG performance on the economic value of the company. The ESG performance of non-state-owned holding companies, non-heavily polluting companies, large companies, and companies in the eastern region has a stronger positive effect on the economic value of the company. An increase in the proportion of female executives, executive age, education level, and tenure significantly increases a company’s ESG performance. Conclusions obtained from this study contribute to the quality of ESG information disclosure in companies. © Vilnius University, 2002-2023.","corporate economic value; debt financing cost; ESG performance; tax burden","","X. Fang; School of Business, Xinyang Normal University, Xinyang, Henan,, 464000, China; email: fxb@xynu.edu.cn","","Vilnius University","16484460","","","","English","Transform. Bus. Econ.","Article","Final","","Scopus","2-s2.0-85184416890"
"Cicchini D.; De Luca P.; Principale S.; Signore C.","Cicchini, Daniela (59655692800); De Luca, Pasquale (57191361684); Principale, Salvatore (57209687097); Signore, Chiara (58623907100)","59655692800; 57191361684; 57209687097; 58623907100","Greenhouse Gas Emissions and Cost of Debt: Evidence From European Firms Under Mandatory and Voluntary Disclosure","2026","Business Strategy and the Environment","","","","","","1","10.1002/bse.70550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105029059080&doi=10.1002%2Fbse.70550&partnerID=40&md5=195109099ae59ca264ffe465f61949ae","Department of Business Law and Economics, University of Rome “La Sapienza”, Rome, Italy; Department of Management & Innovation Systems, University of Salerno, Fisciano, Italy","Cicchini D., Department of Business Law and Economics, University of Rome “La Sapienza”, Rome, Italy; De Luca P., Department of Business Law and Economics, University of Rome “La Sapienza”, Rome, Italy; Principale S., Department of Business Law and Economics, University of Rome “La Sapienza”, Rome, Italy; Signore C., Department of Management & Innovation Systems, University of Salerno, Fisciano, Italy","Considering the growing attention to sustainability and the increasing regulatory pressure in the European landscape, this study evaluates whether greenhouse gas emissions affect firms' cost of debt. A panel regression was conducted from 2021 to 2024 on two samples of European firms. The first sample includes firms involved in the Non-Financial Reporting Directive, while the second contains firms excluded from the directive's scope. The results show a positive relationship between emissions and the cost of debt within European firms not subject to regulation, highlighting a robust relationship among smaller companies where emissions are a key concern. For larger firms subject to the directive, the cost of debt is not influenced by emissions. Still, it is closely linked to broader environmental performance, such as energy efficiency and biodiversity. The findings highlight that proactive sustainability strategies, particularly strong environmental performance, can lower firms' cost of debt and enhance their competitive position. © 2026 The Author(s). Business Strategy and the Environment published by ERP Environment and John Wiley & Sons Ltd.","climate change; cost of debt; debt costs; European companies; GHG emissions","","D. Cicchini; Department of Business Law and Economics, University of Rome “La Sapienza”, Rome, Italy; email: daniela.cicchini@uniroma1.it","","John Wiley and Sons Ltd","09644733","","","","English","Bus. Strategy Environ.","Article","Article in press","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105029059080"
"Atif M.; Ali S.","Atif, Muhammad (57205060901); Ali, Searat (56936188600)","57205060901; 56936188600","Environmental, social and governance disclosure and default risk","2021","Business Strategy and the Environment","30","8","","3937","3959","236","10.1002/bse.2850","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107817089&doi=10.1002%2Fbse.2850&partnerID=40&md5=a69c8796a4a2032971176c5b687f546c","Department of Accounting and Corporate Governance, Macquarie University, Sydney, NSW, Australia; School of Business, University of Wollongong, Wollongong, NSW, Australia","Atif M., Department of Accounting and Corporate Governance, Macquarie University, Sydney, NSW, Australia; Ali S., School of Business, University of Wollongong, Wollongong, NSW, Australia","We investigate whether environmental, social and governance (ESG) disclosure is related to default risk. Using a sample of US nonfinancial institutions from 2006 to 2017, we find that ESG disclosure is positively related to Merton's distance to default and is negatively related to the credit default swap spread, which suggests that firms with a higher ESG disclosure have lower default risk. Our analysis further indicates that the inverse effect of ESG disclosure on default risk is through increased profitability and reduced performance variability and cost of debt. We also document that the negative impact of ESG disclosure on default risk is existent only for mature and older firms. These results are important for all stakeholders of firms, including shareholders and bondholders to consider firm's ESG disclosure in conjunction with life cycle stage before making their investment decisions. © 2021 ERP Environment and John Wiley & Sons Ltd.","corporate life cycle; cost of debt; default risk; ESG disclosure; performance variability","United States; debt; industrial performance; investment; life cycle analysis; profitability; stakeholder","S. Ali; School of Business, University of Wollongong, Wollongong, Australia; email: searat@uow.edu.au","","John Wiley and Sons Ltd","09644733","","","","English","Bus. Strategy Environ.","Article","Final","","Scopus","2-s2.0-85107817089"
"Ratajczak P.; Mikołajewicz G.","Ratajczak, Piotr (57189520710); Mikołajewicz, Grzegorz (57225195211)","57189520710; 57225195211","The impact of environmental, social and corporate governance responsibility on the cost of short-and long-term debt","2021","Economics and Business Review","7","2","","74","96","29","10.18559/ebr.2021.2.6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111329960&doi=10.18559%2Febr.2021.2.6&partnerID=40&md5=53e22479e536a922d376bf08cd730e25","Poznań University of Economics and Business, Institute of Accounting and Finance Management, Department of Controlling, Financial Analysis and Valuation, al. Niepodległości 10, Poznań, 61-875, Poland","Ratajczak P., Poznań University of Economics and Business, Institute of Accounting and Finance Management, Department of Controlling, Financial Analysis and Valuation, al. Niepodległości 10, Poznań, 61-875, Poland; Mikołajewicz G., Poznań University of Economics and Business, Institute of Accounting and Finance Management, Department of Controlling, Financial Analysis and Valuation, al. Niepodległości 10, Poznań, 61-875, Poland","The aim of the paper is to examine the impact of environmental, social and corporate governance (ESG) responsibility on the short- and long-term cost of debt. Linear regression was applied to a unique dataset on CSR and cost of debt for 300 companies recognized in 2017 by Corporate Knights as the most sustainable companies in the world. The question about the link between CSR and cost of debt is important as there is still ongoing debate as to whether business should undertake activities in the field of CSR - managers and other stakeholders are still unsure of the outcomes. The findings show that the involvement in environmental issues decreases the cost of long-term debt whereas the involvement in social issues brings benefits to short- and long-term debt. Surprisingly the greater the involvement in corporate governance, the higher the cost of debt in all time horizons. Managers should expect a lower cost of debt from environmental and social activities mostly in the long run. Corporate governance expenditures may in turn be seen as a waste of company resources, cost of forgone opportunities, or - optionally - as an over-investment. The main novelty is the breakdown of CSR into three dimensions while examining various term structures of corporate debt.  © 2021 Piotr Ratajczak et al., published by Sciendo 2021.","cost of debt; CSR; ESG; long-term debt; short-term debt; sustainability","","P. Ratajczak; Poznań University of Economics and Business, Institute of Accounting and Finance Management, Department of Controlling, Financial Analysis and Valuation, Poznań, al. Niepodległości 10, 61-875, Poland; email: piotr.ratajczak@ue.poznan.pl","","Sciendo","23921641","","","","English","Econ. Bus. Rev.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85111329960"
"Du L.; Lu N.","Du, Linqi (60101843200); Lu, Na (60102253000)","60101843200; 60102253000","Do ESG incidents matter for corporate cost of debt? Evidence from China","2025","Finance Research Letters","86","","108459","","","2","10.1016/j.frl.2025.108459","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105016243605&doi=10.1016%2Fj.frl.2025.108459&partnerID=40&md5=7b37c556ef243d4712f0463db632b106","School of Digital Economy and Mangement, Sichuan Technology and Business University, Chengdu, 620000, China","Du L., School of Digital Economy and Mangement, Sichuan Technology and Business University, Chengdu, 620000, China; Lu N., School of Digital Economy and Mangement, Sichuan Technology and Business University, Chengdu, 620000, China","We investigate the impact of ESG incidents on corporate cost of debt financing using RepRisk incident data matched with Chinese A-share listed firms from 2007–2022. Our results show that ESG incidents significantly increase debt costs by approximately 70 basis points. Mechanism analysis reveals that ESG incidents affect debt costs through four channels: increasing credit risk, damaging banking relationships, reducing information quality, and weakening operating performance. The effects are more pronounced for firms with weak ESG performance, state ownership, and non-polluting industry operations. ESG incidents also constrain debt financing capacity, particularly for long-term financing. ESG pillar analysis reveals that social and governance incidents primarily drive the increased debt costs. Our findings highlight the financial materiality of ESG risk management and provide novel insights for sustainable finance development in emerging markets. © 2025 Elsevier Inc.","Cost of debt; Credit risk; ESG incidents; Sustainability","","L. Du; School of Digital Economy and Mangement, Sichuan Technology and Business University, Chengdu, 620000, China; email: Linki17@163.com","","Elsevier Ltd","15446123","","","","English","Finan. Res. Lett.","Article","Final","","Scopus","2-s2.0-105016243605"
"Dua J.; Sharma A.K.","Dua, Jyoti (58967317900); Sharma, Anil Kumar (59150113200)","58967317900; 59150113200","Corporate Sustainability and Capital Costs: A Panel Evidence from BRICS Countries","2024","Indian Journal of Corporate Governance","17","1","","77","101","7","10.1177/09746862241240368","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85190839712&doi=10.1177%2F09746862241240368&partnerID=40&md5=9c0b5cdf0eaf212ae88aa1882e3b6ee6","Department of Management Studies, Indian Institute of Technology Roorkee, Uttarakhand, India","Dua J., Department of Management Studies, Indian Institute of Technology Roorkee, Uttarakhand, India; Sharma A.K., Department of Management Studies, Indian Institute of Technology Roorkee, Uttarakhand, India","Global sustainability challenges have triggered a sense of accountability in society, culminating in the growing incorporation of sustainability into corporate operations. This article aims to investigate the influence of environmental, social and governance (ESG) disclosure on a company’s cost of financing in emerging markets. Furthermore, the article examines the criticality of separate pillars of ESG in determining the companies’ capital costs using a panel dataset of 192 non-financial companies drawn from the equity indices from the BRICS countries for 10 years, spanning 2011–2020. Pooled Ordinary Least Square and fixed-effect panel regressions are used to test the hypothesised relationships. The robustness of our findings is validated by the application of the System Generalised Methods of Moments approach. The results show that ESG disclosure scores and their individual component scores are positively associated with the cost of equity and weighted average cost of capital. In contrast, there is a negative relationship with the cost of debt. Results demonstrate the apprehensions of equity providers and the reception of debt providers towards the companies’ ESG adoption. The governance pillar has the most significant influence on capital costs. The study enables managers to evaluate the economically ideal capital structure for ESG-compliant enterprises strategically. © 2024 Institute of Public Enterprise.","BRICS; cost of capital; cost of debt; cost of equity; emerging; ESG","","A.K. Sharma; Department of Management Studies, Indian Institute of Technology Roorkee, Uttarakhand, India; email: anilsharma@ms.iitr.ac.in","","SAGE Publications Ltd","09746862","","","","English","Indian J. Corp. Gov.","Article","Final","","Scopus","2-s2.0-85190839712"
"Amiraslani H.; Lins K.V.; Servaes H.; Tamayo A.","Amiraslani, Hami (57226187576); Lins, Karl V. (6603502072); Servaes, Henri (6603501917); Tamayo, Ane (14045932400)","57226187576; 6603502072; 6603501917; 14045932400","Trust, social capital, and the bond market benefits of ESG performance","2023","Review of Accounting Studies","28","2","","421","462","116","10.1007/s11142-021-09646-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85128070558&doi=10.1007%2Fs11142-021-09646-0&partnerID=40&md5=6e16096326e82bc0fdcd2bd7ef9440f2","INSEAD, 1 Ayer Rajah Avenue, Singapore, 138676, Singapore; David Eccles School of Business, University of Utah, 1655 Campus Center Dr, Salt Lake City, 84112, UT, United States; London Business School, CEPR, and ECGI, Regent’s Park, London, NW1 4SA, United Kingdom; London School of Economics and CEPR, Houghton Street, London, WC2A 2AE, United Kingdom","Amiraslani H., INSEAD, 1 Ayer Rajah Avenue, Singapore, 138676, Singapore; Lins K.V., David Eccles School of Business, University of Utah, 1655 Campus Center Dr, Salt Lake City, 84112, UT, United States; Servaes H., London Business School, CEPR, and ECGI, Regent’s Park, London, NW1 4SA, United Kingdom; Tamayo A., London School of Economics and CEPR, Houghton Street, London, WC2A 2AE, United Kingdom","We investigate whether a firm’s social capital and the trust that it engenders are viewed favorably by bondholders. Using firms’ environmental and social (E&S) performance to proxy for social capital, we find no relation between social capital and bond spreads over the period 2006–2019. However, during the 2008–2009 financial crisis, which represents a shock to trust and default risk, high-social-capital firms benefited from lower bond spreads. These effects are stronger for firms with higher expected agency costs of debt and firms whose E&S efforts are more salient. During the crisis, high-social-capital firms were also able to raise more debt, at lower spreads, and for longer maturities. We find no evidence that the governance element of ESG is related to bond spreads. The gap between E&S performance of firms in the bottom and top E&S terciles has narrowed since the financial crisis, especially in the year prior to accessing the bond market. © 2022, The Author(s).","Agency costs of debt; Bond spreads; Corporate bonds; CSR; ESG; Financial crisis; Social capital; Sustainability; Trust","","A. Tamayo; London School of Economics and CEPR, London, Houghton Street, WC2A 2AE, United Kingdom; email: a.m.tamayo@lse.ac.uk","","Springer","13806653","","","","English","Rev. Account. Stud.","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85128070558"
"Bryl L.; Fijalkowska J.","Bryl, Lukasz (57201615793); Fijalkowska, Justyna (57201117208)","57201615793; 57201117208","How does intellectual capital disclosure affect the cost of capital? conclusions from two decades of research","2020","Electronic Journal of Knowledge Management","18","1","","29","55","12","10.34190/EJKM.18.01.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092118930&doi=10.34190%2FEJKM.18.01.003&partnerID=40&md5=47765d6adbab4a6776b5a03ba997c17f","Poznan University of Economics and Business, Poland; University of Social Sciences, Lodz, Poland","Bryl L., Poznan University of Economics and Business, Poland; Fijalkowska J., University of Social Sciences, Lodz, Poland","According to Dumay (2012), there are two grand foundations of intellectual capital (IC) disclosure theory: The MV/BV ratio and greater profitability because of the lower cost of capital. Consequently, the purpose of this paper is to perform a literature review of the empirical studies conducted in the last 22 years on the link between intellectual capital disclosure and the cost of capital (cost of equity and cost of debt). The findings of empirical research analysed in this paper indicate that the hybridization of financial and non-financial data reporting contributes to the lower cost of capital. Moreover, in general, researched studies confirm a negative relation between the non-financial information disclosure and the cost of equity. IC data disclosure also improves credit rating and thus lowers the cost of debt. In terms of IC sub-categories, disclosure of human capital items performs the strongest impact on decreasing the cost of equity. The Corporate Social Responsibility (CSR)/ (Environmental, Social and Corporate Governance (ESG) reports (43%) and annual reports (39%) were the most often utilized IC data sources, followed by corporate websites disclosures (15%). A minority of the studies (4%) used integrated reports, IPO prospectuses, and reports dedicated solely to the IC. This paper has a twofold contribution: First, it provides a valuable insight for regulators, practitioners and stock market analysts into the role of IC disclosure in the reduction of the cost of capital. Second, it attempts to revive the discussion on the relevance of IC reporting by the entities in terms of minimalizing their cost of capital. © 2020 Academic Publishing International. All rights reserved.","Cost of capital; Cost of debt; Cost of equity; Intellectual capital disclosure; Intellectual capital reporting; Literature review","","","","Academic Conferences and Publishing International Limited","14794411","","","","English","Electron. J. Knowl. Manag.","Article","Final","","Scopus","2-s2.0-85092118930"
